"SETTLEMENTDATE","REGIONID","RRP"
2026-09-03 01:30:00,SA1,-4.11967
2026-09-03 01:30:00,TAS1,11.71540
2026-09-03 01:30:00,VIC1,10.50000
2026-09-03 01:35:00,NSW1,44.03474
2026-09-03 01:35:00,QLD1,43.00000
2026-09-03 01:35:00,SA1,7.82655
2026-09-03 01:35:00,TAS1,9.41343
2026-09-03 01:35:00,VIC1,8.94000
2026-09-03 01:40:00,NSW1,42.80007
2026-09-03 01:40:00,QLD1,41.20675
2026-09-03 01:40:00,SA1,7.86158
2026-09-03 01:40:00,TAS1,9.41380
2026-09-03 01:40:00,VIC1,8.94000
2026-09-03 01:45:00,NSW1,41.27890
2026-09-03 01:45:00,QLD1,39.75000
2026-09-03 01:45:00,SA1,-1.00000
2026-09-03 01:45:00,TAS1,0.67191
2026-09-03 01:45:00,VIC1,0.64000
2026-09-03 01:50:00,NSW1,42.80007
2026-09-03 01:50:00,QLD1,41.74498
2026-09-03 01:50:00,SA1,0.01784
2026-09-03 01:50:00,TAS1,0.02100
2026-09-03 01:50:00,VIC1,0.02000
2026-09-03 01:55:00,NSW1,43.80243
2026-09-03 01:55:00,QLD1,43.00000
2026-09-03 01:55:00,SA1,4.50718
2026-09-03 01:55:00,TAS1,5.98872
2026-09-03 01:55:00,VIC1,5.05000
2026-09-03 02:00:00,NSW1,56.50486
2026-09-03 02:00:00,QLD1,54.73008
2026-09-03 02:00:00,SA1,3.11827
2026-09-03 02:00:00,TAS1,4.34594
2026-09-03 02:00:00,VIC1,3.49000
2026-09-03 02:05:00,NSW1,44.70254
2026-09-03 02:05:00,QLD1,43.01000
2026-09-03 02:05:00,SA1,-3.69252
2026-09-03 02:05:00,TAS1,2.14472
2026-09-03 02:05:00,VIC1,1.40000
2026-09-03 02:10:00,NSW1,64.89000
2026-09-03 02:10:00,QLD1,62.07142
2026-09-03 02:10:00,SA1,4.66582
2026-09-03 02:10:00,TAS1,5.26965
2026-09-03 02:10:00,VIC1,5.05000
2026-09-03 02:15:00,NSW1,57.39007
2026-09-03 02:15:00,QLD1,54.75000
2026-09-03 02:15:00,SA1,0.59522
2026-09-03 02:15:00,TAS1,1.34416
2026-09-03 02:15:00,VIC1,0.64000
2026-09-03 02:20:00,NSW1,57.39007
2026-09-03 02:20:00,QLD1,54.14530
2026-09-03 02:20:00,SA1,4.71506
2026-09-03 02:20:00,TAS1,5.31916
2026-09-03 02:20:00,VIC1,5.05000
2026-09-03 02:25:00,NSW1,45.58602
2026-09-03 02:25:00,QLD1,43.00000
2026-09-03 02:25:00,SA1,0.59559
2026-09-03 02:25:00,TAS1,0.67415
2026-09-03 02:25:00,VIC1,0.64000
2026-09-03 02:30:00,NSW1,41.86870
2026-09-03 02:30:00,QLD1,39.75000
2026-09-03 02:30:00,SA1,0.01862
2026-09-03 02:30:00,TAS1,0.69107
2026-09-03 02:30:00,VIC1,0.02000
2026-09-03 02:35:00,NSW1,57.39007
2026-09-03 02:35:00,QLD1,54.51737
2026-09-03 02:35:00,SA1,0.01869
2026-09-03 02:35:00,TAS1,0.02107
2026-09-03 02:35:00,VIC1,0.02000
2026-09-03 02:40:00,NSW1,65.51000
2026-09-03 02:40:00,QLD1,61.85438
2026-09-03 02:40:00,SA1,0.01862
2026-09-03 02:40:00,TAS1,0.02100
2026-09-03 02:40:00,VIC1,0.02000
2026-09-03 02:45:00,NSW1,58.32785
2026-09-03 02:45:00,QLD1,54.75005
2026-09-03 02:45:00,SA1,0.01841
2026-09-03 02:45:00,TAS1,0.02100
2026-09-03 02:45:00,VIC1,0.02000
2026-09-03 02:50:00,NSW1,57.39007
2026-09-03 02:50:00,QLD1,53.83924
2026-09-03 02:50:00,SA1,0.00919
2026-09-03 02:50:00,TAS1,0.01054
2026-09-03 02:50:00,VIC1,0.01000
2026-09-03 02:55:00,NSW1,57.39007
2026-09-03 02:55:00,QLD1,53.82201
2026-09-03 02:55:00,SA1,0.00912
2026-09-03 02:55:00,TAS1,0.02000
2026-09-03 02:55:00,VIC1,0.01000
2026-09-03 03:00:00,NSW1,57.39007
2026-09-03 03:00:00,QLD1,53.10032
2026-09-03 03:00:00,SA1,0.00908
2026-09-03 03:00:00,TAS1,0.01050
2026-09-03 03:00:00,VIC1,0.01000
2026-09-03 03:05:00,NSW1,58.02651
2026-09-03 03:05:00,QLD1,54.75000
2026-09-03 03:05:00,SA1,0.00906
2026-09-03 03:05:00,TAS1,0.01050
2026-09-03 03:05:00,VIC1,0.01000
2026-09-03 03:10:00,NSW1,57.39007
2026-09-03 03:10:00,QLD1,54.75000
2026-09-03 03:10:00,SA1,-2.21660
2026-09-03 03:10:00,TAS1,0.68054
2026-09-03 03:10:00,VIC1,0.01000
2026-09-03 03:15:00,NSW1,42.54000
2026-09-03 03:15:00,QLD1,40.41485
2026-09-03 03:15:00,SA1,-2.27634
2026-09-03 03:15:00,TAS1,0.68054
2026-09-03 03:15:00,VIC1,0.01000
2026-09-03 03:20:00,NSW1,31.41077
2026-09-03 03:20:00,QLD1,29.83000
2026-09-03 03:20:00,SA1,-1.00000
2026-09-03 03:20:00,TAS1,0.01054
2026-09-03 03:20:00,VIC1,0.01000
2026-09-03 03:25:00,NSW1,45.25745
2026-09-03 03:25:00,QLD1,43.00000
2026-09-03 03:25:00,SA1,0.00921
2026-09-03 03:25:00,TAS1,0.68054
2026-09-03 03:25:00,VIC1,0.01000
2026-09-03 03:30:00,NSW1,57.28179
2026-09-03 03:30:00,QLD1,54.75000
2026-09-03 03:30:00,SA1,0.00892
2026-09-03 03:30:00,TAS1,0.01050
2026-09-03 03:30:00,VIC1,0.01000
2026-09-03 03:35:00,NSW1,31.41769
2026-09-03 03:35:00,QLD1,29.83000
2026-09-03 03:35:00,SA1,0.00904
2026-09-03 03:35:00,TAS1,0.01054
2026-09-03 03:35:00,VIC1,0.01000
2026-09-03 03:40:00,NSW1,31.19992
2026-09-03 03:40:00,QLD1,29.83000
2026-09-03 03:40:00,SA1,0.00905
2026-09-03 03:40:00,TAS1,0.01050
2026-09-03 03:40:00,VIC1,0.01000
2026-09-03 03:45:00,NSW1,57.39007
2026-09-03 03:45:00,QLD1,54.54575
2026-09-03 03:45:00,SA1,0.00909
2026-09-03 03:45:00,TAS1,0.01050
2026-09-03 03:45:00,VIC1,0.01000
2026-09-03 03:50:00,NSW1,57.39007
2026-09-03 03:50:00,QLD1,54.53013
2026-09-03 03:50:00,SA1,0.00909
2026-09-03 03:50:00,TAS1,0.01050
2026-09-03 03:50:00,VIC1,0.01000
2026-09-03 03:55:00,NSW1,58.35948
2026-09-03 03:55:00,QLD1,54.75000
2026-09-03 03:55:00,SA1,0.00904
2026-09-03 03:55:00,TAS1,0.01050
2026-09-03 03:55:00,VIC1,0.01000
2026-09-03 04:00:00,NSW1,65.51000
2026-09-03 04:00:00,QLD1,61.06316
2026-09-03 04:00:00,SA1,-4.32012
2026-09-03 04:00:00,TAS1,0.01054
2026-09-03 04:00:00,VIC1,0.01000
2026-09-03 04:05:00,NSW1,65.50000
2026-09-03 04:05:00,QLD1,61.47979
2026-09-03 04:05:00,SA1,0.00911
2026-09-03 04:05:00,TAS1,0.01058
2026-09-03 04:05:00,VIC1,0.01004
2026-09-03 04:10:00,NSW1,64.95012
2026-09-03 04:10:00,QLD1,60.58126
2026-09-03 04:10:00,SA1,0.00950
2026-09-03 04:10:00,TAS1,0.71058
2026-09-03 04:10:00,VIC1,0.01004
2026-09-03 04:15:00,NSW1,64.89000
2026-09-03 04:15:00,QLD1,60.95492
2026-09-03 04:15:00,SA1,0.00910
2026-09-03 04:15:00,TAS1,0.68058
2026-09-03 04:15:00,VIC1,0.01004
2026-09-03 04:20:00,NSW1,65.50000
2026-09-03 04:20:00,QLD1,61.94217
2026-09-03 04:20:00,SA1,0.00895
2026-09-03 04:20:00,TAS1,0.02000
2026-09-03 04:20:00,VIC1,0.01004
2026-09-03 04:25:00,NSW1,64.95000
2026-09-03 04:25:00,QLD1,61.02036
2026-09-03 04:25:00,SA1,0.00900
2026-09-03 04:25:00,TAS1,0.73061
2026-09-03 04:25:00,VIC1,0.01004
2026-09-03 04:30:00,NSW1,65.27012
2026-09-03 04:30:00,QLD1,61.70958
2026-09-03 04:30:00,SA1,0.00899
2026-09-03 04:30:00,TAS1,0.70061
2026-09-03 04:30:00,VIC1,0.01004
2026-09-03 04:35:00,NSW1,64.95000
2026-09-03 04:35:00,QLD1,61.79990
2026-09-03 04:35:00,SA1,0.00902
2026-09-03 04:35:00,TAS1,0.70058
2026-09-03 04:35:00,VIC1,0.01004
2026-09-03 04:40:00,NSW1,66.52000
2026-09-03 04:40:00,QLD1,64.60723
2026-09-03 04:40:00,SA1,0.00905
2026-09-03 04:40:00,TAS1,0.68058
2026-09-03 04:40:00,VIC1,0.01004
2026-09-03 04:45:00,NSW1,64.95000
2026-09-03 04:45:00,QLD1,62.73004
2026-09-03 04:45:00,SA1,0.00905
2026-09-03 04:45:00,TAS1,0.02000
2026-09-03 04:45:00,VIC1,0.01004
2026-09-03 04:50:00,NSW1,65.50000
2026-09-03 04:50:00,QLD1,63.18764
2026-09-03 04:50:00,SA1,0.00904
2026-09-03 04:50:00,TAS1,0.72061
2026-09-03 04:50:00,VIC1,0.01004
2026-09-03 04:55:00,NSW1,45.44000
2026-09-03 04:55:00,QLD1,44.38405
2026-09-03 04:55:00,SA1,0.00907
2026-09-03 04:55:00,TAS1,0.73061
2026-09-03 04:55:00,VIC1,0.01004
2026-09-03 05:00:00,NSW1,64.89000
2026-09-03 05:00:00,QLD1,63.01400
2026-09-03 05:00:00,SA1,0.00904
2026-09-03 05:00:00,TAS1,0.72061
2026-09-03 05:00:00,VIC1,0.01004
2026-09-03 05:05:00,NSW1,57.38997
2026-09-03 05:05:00,QLD1,55.75679
2026-09-03 05:05:00,SA1,0.00907
2026-09-03 05:05:00,TAS1,0.72061
2026-09-03 05:05:00,VIC1,0.01004
2026-09-03 05:10:00,NSW1,57.39022
2026-09-03 05:10:00,QLD1,56.15035
2026-09-03 05:10:00,SA1,0.00909
2026-09-03 05:10:00,TAS1,0.72064
2026-09-03 05:10:00,VIC1,0.01004
2026-09-03 05:15:00,NSW1,69.99000
2026-09-03 05:15:00,QLD1,69.39170
2026-09-03 05:15:00,SA1,0.00910
2026-09-03 05:15:00,TAS1,19.22000
2026-09-03 05:15:00,VIC1,0.01004
2026-09-03 05:20:00,NSW1,69.99000
2026-09-03 05:20:00,QLD1,68.98821
2026-09-03 05:20:00,SA1,0.00913
2026-09-03 05:20:00,TAS1,20.22000
2026-09-03 05:20:00,VIC1,0.01004
2026-09-03 05:25:00,NSW1,65.50000
2026-09-03 05:25:00,QLD1,64.60903
2026-09-03 05:25:00,SA1,0.00914
2026-09-03 05:25:00,TAS1,20.22000
2026-09-03 05:25:00,VIC1,0.01004
2026-09-03 05:30:00,NSW1,54.78518
2026-09-03 05:30:00,QLD1,54.75000
2026-09-03 05:30:00,SA1,0.00916
2026-09-03 05:30:00,TAS1,0.71064
2026-09-03 05:30:00,VIC1,0.01004
2026-09-03 05:35:00,NSW1,54.05019
2026-09-03 05:35:00,QLD1,54.73012
2026-09-03 05:35:00,SA1,0.00923
2026-09-03 05:35:00,TAS1,0.68057
2026-09-03 05:35:00,VIC1,0.01004
2026-09-03 05:40:00,NSW1,62.30513
2026-09-03 05:40:00,QLD1,62.73003
2026-09-03 05:40:00,SA1,0.00936
2026-09-03 05:40:00,TAS1,0.68057
2026-09-03 05:40:00,VIC1,0.01004
2026-09-03 05:45:00,NSW1,62.30043
2026-09-03 05:45:00,QLD1,62.73003
2026-09-03 05:45:00,SA1,0.00939
2026-09-03 05:45:00,TAS1,0.68057
2026-09-03 05:45:00,VIC1,0.01004
2026-09-03 05:50:00,NSW1,64.05000
2026-09-03 05:50:00,QLD1,64.11778
2026-09-03 05:50:00,SA1,0.01868
2026-09-03 05:50:00,TAS1,0.68106
2026-09-03 05:50:00,VIC1,0.02000
2026-09-03 05:55:00,NSW1,56.81592
2026-09-03 05:55:00,QLD1,54.73012
2026-09-03 05:55:00,SA1,0.01872
2026-09-03 05:55:00,TAS1,0.71112
2026-09-03 05:55:00,VIC1,0.02000
2026-09-03 06:00:00,NSW1,64.05000
2026-09-03 06:00:00,QLD1,64.18537
2026-09-03 06:00:00,SA1,0.01879
2026-09-03 06:00:00,TAS1,0.70112
2026-09-03 06:00:00,VIC1,0.02000
2026-09-03 06:05:00,NSW1,61.95025
2026-09-03 06:05:00,QLD1,61.29331
2026-09-03 06:05:00,SA1,9.85382
2026-09-03 06:05:00,TAS1,20.22000
2026-09-03 06:05:00,VIC1,10.50000
2026-09-03 06:10:00,NSW1,64.05000
2026-09-03 06:10:00,QLD1,64.26649
2026-09-03 06:10:00,SA1,11.47745
2026-09-03 06:10:00,TAS1,13.51085
2026-09-03 06:10:00,VIC1,12.21006
2026-09-03 06:15:00,NSW1,64.71508
2026-09-03 06:15:00,QLD1,64.95000
2026-09-03 06:15:00,SA1,10.05394
2026-09-03 06:15:00,TAS1,59.02000
2026-09-03 06:15:00,VIC1,10.65006
2026-09-03 06:20:00,NSW1,64.95002
2026-09-03 06:20:00,QLD1,64.95000
2026-09-03 06:20:00,SA1,10.05644
2026-09-03 06:20:00,TAS1,60.22000
2026-09-03 06:20:00,VIC1,10.65006
2026-09-03 06:25:00,NSW1,65.50000
2026-09-03 06:25:00,QLD1,64.95000
2026-09-03 06:25:00,SA1,21.28436
2026-09-03 06:25:00,TAS1,60.22000
2026-09-03 06:25:00,VIC1,22.67000
2026-09-03 06:30:00,NSW1,65.50000
2026-09-03 06:30:00,QLD1,64.95000
2026-09-03 06:30:00,SA1,9.83046
2026-09-03 06:30:00,TAS1,10.97924
2026-09-03 06:30:00,VIC1,10.50023
2026-09-03 06:35:00,NSW1,66.52000
2026-09-03 06:35:00,QLD1,65.55032
2026-09-03 06:35:00,SA1,10.04845
2026-09-03 06:35:00,TAS1,11.09998
2026-09-03 06:35:00,VIC1,10.65006
2026-09-03 06:40:00,NSW1,71.16699
2026-09-03 06:40:00,QLD1,69.69000
2026-09-03 06:40:00,SA1,37.43009
2026-09-03 06:40:00,TAS1,35.14149
2026-09-03 06:40:00,VIC1,13.44000
2026-09-03 06:45:00,NSW1,56.59164
2026-09-03 06:45:00,QLD1,54.73012
2026-09-03 06:45:00,SA1,30.27245
2026-09-03 06:45:00,TAS1,29.07433
2026-09-03 06:45:00,VIC1,12.52000
2026-09-03 06:50:00,NSW1,45.17095
2026-09-03 06:50:00,QLD1,43.66000
2026-09-03 06:50:00,SA1,24.30534
2026-09-03 06:50:00,TAS1,23.53259
2026-09-03 06:50:00,VIC1,10.50026
2026-09-03 06:55:00,NSW1,23.95000
2026-09-03 06:55:00,QLD1,22.69944
2026-09-03 06:55:00,SA1,15.12087
2026-09-03 06:55:00,TAS1,15.64171
2026-09-03 06:55:00,VIC1,10.65006
2026-09-03 07:00:00,NSW1,42.54000
2026-09-03 07:00:00,QLD1,40.28873
2026-09-03 07:00:00,SA1,23.53359
2026-09-03 07:00:00,TAS1,22.76191
2026-09-03 07:00:00,VIC1,10.65006
2026-09-03 07:05:00,NSW1,23.95000
2026-09-03 07:05:00,QLD1,21.96491
2026-09-03 07:05:00,SA1,15.65270
2026-09-03 07:05:00,TAS1,15.57832
2026-09-03 07:05:00,VIC1,10.65006
2026-09-03 07:10:00,NSW1,23.95000
2026-09-03 07:10:00,QLD1,21.55599
2026-09-03 07:10:00,SA1,15.64695
2026-09-03 07:10:00,TAS1,15.48665
2026-09-03 07:10:00,VIC1,10.50026
2026-09-03 07:15:00,NSW1,23.51000
2026-09-03 07:15:00,QLD1,20.62297
2026-09-03 07:15:00,SA1,16.43352
2026-09-03 07:15:00,TAS1,16.64542
2026-09-03 07:15:00,VIC1,12.53006
2026-09-03 07:20:00,NSW1,23.95000
2026-09-03 07:20:00,QLD1,20.46335
2026-09-03 07:20:00,SA1,21.36422
2026-09-03 07:20:00,TAS1,23.04744
2026-09-03 07:20:00,VIC1,22.13183
2026-09-03 07:25:00,NSW1,23.51000
2026-09-03 07:25:00,QLD1,0.01000
2026-09-03 07:25:00,SA1,15.61313
2026-09-03 07:25:00,TAS1,15.58651
2026-09-03 07:25:00,VIC1,10.50052
2026-09-03 07:30:00,NSW1,0.01004
2026-09-03 07:30:00,QLD1,0.00000
2026-09-03 07:30:00,SA1,0.00960
2026-09-03 07:30:00,TAS1,0.01041
2026-09-03 07:30:00,VIC1,0.01000
2026-09-03 07:35:00,NSW1,23.51000
2026-09-03 07:35:00,QLD1,-1.31000
2026-09-03 07:35:00,SA1,15.59064
2026-09-03 07:35:00,TAS1,15.54758
2026-09-03 07:35:00,VIC1,10.49948
2026-09-03 07:40:00,NSW1,0.00999
2026-09-03 07:40:00,QLD1,-3.73000
2026-09-03 07:40:00,SA1,0.00972
2026-09-03 07:40:00,TAS1,0.01049
2026-09-03 07:40:00,VIC1,0.01004
2026-09-03 07:45:00,NSW1,9.40192
2026-09-03 07:45:00,QLD1,-5.00000
2026-09-03 07:45:00,SA1,8.72178
2026-09-03 07:45:00,TAS1,9.37079
2026-09-03 07:45:00,VIC1,8.94004
2026-09-03 07:50:00,NSW1,0.05267
2026-09-03 07:50:00,QLD1,-4.09000
2026-09-03 07:50:00,SA1,0.04849
2026-09-03 07:50:00,TAS1,0.05250
2026-09-03 07:50:00,VIC1,0.05008
2026-09-03 07:55:00,NSW1,0.00983
2026-09-03 07:55:00,QLD1,-5.53000
2026-09-03 07:55:00,SA1,0.00972
2026-09-03 07:55:00,TAS1,0.01046
2026-09-03 07:55:00,VIC1,0.01004
2026-09-03 08:00:00,NSW1,0.00936
2026-09-03 08:00:00,QLD1,-5.00000
2026-09-03 08:00:00,SA1,0.00972
2026-09-03 08:00:00,TAS1,0.01046
2026-09-03 08:00:00,VIC1,0.01004
2026-09-03 08:05:00,NSW1,-3.92855
2026-09-03 08:05:00,QLD1,-5.00000
2026-09-03 08:05:00,SA1,-4.32012
2026-09-03 08:05:00,TAS1,-4.52192
2026-09-03 08:05:00,VIC1,-4.35382
2026-09-03 08:10:00,NSW1,-5.88834
2026-09-03 08:10:00,QLD1,-5.53000
2026-09-03 08:10:00,SA1,-6.38950
2026-09-03 08:10:00,TAS1,-6.78646
2026-09-03 08:10:00,VIC1,-6.53442
2026-09-03 08:15:00,NSW1,-6.27348
2026-09-03 08:15:00,QLD1,-6.00000
2026-09-03 08:15:00,SA1,-6.89964
2026-09-03 08:15:00,TAS1,-7.17570
2026-09-03 08:15:00,VIC1,-6.90865
2026-09-03 08:20:00,NSW1,-5.43000
2026-09-03 08:20:00,QLD1,-5.00000
2026-09-03 08:20:00,SA1,-6.17422
2026-09-03 08:20:00,TAS1,-6.23259
2026-09-03 08:20:00,VIC1,-6.00000
2026-09-03 08:25:00,NSW1,-6.09046
2026-09-03 08:25:00,QLD1,-5.53000
2026-09-03 08:25:00,SA1,-4.70833
2026-09-03 08:25:00,TAS1,-4.85112
2026-09-03 08:25:00,VIC1,-4.67000
2026-09-03 08:30:00,NSW1,-6.05670
2026-09-03 08:30:00,QLD1,-5.53000
2026-09-03 08:30:00,SA1,-4.71919
2026-09-03 08:30:00,TAS1,-4.83595
2026-09-03 08:30:00,VIC1,-4.67000
2026-09-03 08:35:00,NSW1,0.00949
2026-09-03 08:35:00,QLD1,-5.00000
2026-09-03 08:35:00,SA1,0.00967
2026-09-03 08:35:00,TAS1,0.01046
2026-09-03 08:35:00,VIC1,0.01004
2026-09-03 08:40:00,NSW1,0.00957
2026-09-03 08:40:00,QLD1,-5.00000
2026-09-03 08:40:00,SA1,0.00932
2026-09-03 08:40:00,TAS1,0.01056
2026-09-03 08:40:00,VIC1,0.01004
2026-09-03 08:45:00,NSW1,0.00000
2026-09-03 08:45:00,QLD1,-6.40000
2026-09-03 08:45:00,SA1,0.00000
2026-09-03 08:45:00,TAS1,0.00000
2026-09-03 08:45:00,VIC1,0.00000
2026-09-03 08:50:00,NSW1,-8.14501
2026-09-03 08:50:00,QLD1,-8.00000
2026-09-03 08:50:00,SA1,-1.02000
2026-09-03 08:50:00,TAS1,-1.16922
2026-09-03 08:50:00,VIC1,-1.12554
2026-09-03 08:55:00,NSW1,-6.86372
2026-09-03 08:55:00,QLD1,-6.40000
2026-09-03 08:55:00,SA1,0.00000
2026-09-03 08:55:00,TAS1,0.00000
2026-09-03 08:55:00,VIC1,0.00000
2026-09-03 09:00:00,NSW1,-6.50000
2026-09-03 09:00:00,QLD1,-5.75266
2026-09-03 09:00:00,SA1,0.00707
2026-09-03 09:00:00,TAS1,20.18000
2026-09-03 09:00:00,VIC1,0.01004
2026-09-03 09:05:00,NSW1,0.00030
2026-09-03 09:05:00,QLD1,-6.00000
2026-09-03 09:05:00,SA1,0.00013
2026-09-03 09:05:00,TAS1,0.00035
2026-09-03 09:05:00,VIC1,0.00033
2026-09-03 09:10:00,NSW1,-7.00596
2026-09-03 09:10:00,QLD1,-6.00000
2026-09-03 09:10:00,SA1,-3.73220
2026-09-03 09:10:00,TAS1,22.18000
2026-09-03 09:10:00,VIC1,0.01004
2026-09-03 09:15:00,NSW1,-7.01431
2026-09-03 09:15:00,QLD1,-6.40000
2026-09-03 09:15:00,SA1,0.00013
2026-09-03 09:15:00,TAS1,20.18000
2026-09-03 09:15:00,VIC1,0.01004
2026-09-03 09:20:00,NSW1,-7.31871
2026-09-03 09:20:00,QLD1,-6.30000
2026-09-03 09:20:00,SA1,-1.09996
2026-09-03 09:20:00,TAS1,20.14000
2026-09-03 09:20:00,VIC1,0.01004
2026-09-03 09:25:00,NSW1,-7.22757
2026-09-03 09:25:00,QLD1,-6.30000
2026-09-03 09:25:00,SA1,-6.51000
2026-09-03 09:25:00,TAS1,0.74056
2026-09-03 09:25:00,VIC1,0.01004
2026-09-03 09:30:00,NSW1,-6.94748
2026-09-03 09:30:00,QLD1,-6.41000
2026-09-03 09:30:00,SA1,-7.12000
2026-09-03 09:30:00,TAS1,0.01043
2026-09-03 09:30:00,VIC1,0.01004
2026-09-03 09:35:00,NSW1,-7.00370
2026-09-03 09:35:00,QLD1,-6.41000
2026-09-03 09:35:00,SA1,-6.02000
2026-09-03 09:35:00,TAS1,3.53657
2026-09-03 09:35:00,VIC1,3.39439
2026-09-03 09:40:00,NSW1,-7.18177
2026-09-03 09:40:00,QLD1,-6.40000
2026-09-03 09:40:00,SA1,-18.58000
2026-09-03 09:40:00,TAS1,39.12101
2026-09-03 09:40:00,VIC1,37.43000
2026-09-03 09:45:00,NSW1,-8.69609
2026-09-03 09:45:00,QLD1,-8.00000
2026-09-03 09:45:00,SA1,-15.46000
2026-09-03 09:45:00,TAS1,60.24000
2026-09-03 09:45:00,VIC1,92.42000
2026-09-03 09:50:00,NSW1,-7.85156
2026-09-03 09:50:00,QLD1,-6.94380
2026-09-03 09:50:00,SA1,-14.99000
2026-09-03 09:50:00,TAS1,83.24000
2026-09-03 09:50:00,VIC1,83.21271
2026-09-03 09:55:00,NSW1,-7.33345
2026-09-03 09:55:00,QLD1,-6.40000
2026-09-03 09:55:00,SA1,-7.00000
2026-09-03 09:55:00,TAS1,56.55324
2026-09-03 09:55:00,VIC1,55.67000
2026-09-03 10:00:00,NSW1,-8.76552
2026-09-03 10:00:00,QLD1,-8.00000
2026-09-03 10:00:00,SA1,-7.25000
2026-09-03 10:00:00,TAS1,88.21067
2026-09-03 10:00:00,VIC1,92.42000
2026-09-03 10:05:00,NSW1,-7.35131
2026-09-03 10:05:00,QLD1,-6.41000
2026-09-03 10:05:00,SA1,-19.85000
2026-09-03 10:05:00,TAS1,109.71737
2026-09-03 10:05:00,VIC1,110.36000
2026-09-03 10:10:00,NSW1,-7.49000
2026-09-03 10:10:00,QLD1,-6.65355
2026-09-03 10:10:00,SA1,-14.99000
2026-09-03 10:10:00,TAS1,83.02000
2026-09-03 10:10:00,VIC1,127.48000
2026-09-03 10:15:00,NSW1,-9.06160
2026-09-03 10:15:00,QLD1,-8.47000
2026-09-03 10:15:00,SA1,-7.00000
2026-09-03 10:15:00,TAS1,220.42369
2026-09-03 10:15:00,VIC1,216.99588
2026-09-03 10:20:00,NSW1,-8.88000
2026-09-03 10:20:00,QLD1,-8.35050
2026-09-03 10:20:00,SA1,-16.97000
2026-09-03 10:20:00,TAS1,61.22000
2026-09-03 10:20:00,VIC1,60.45024
2026-09-03 10:25:00,NSW1,-8.71130
2026-09-03 10:25:00,QLD1,-8.51008
2026-09-03 10:25:00,SA1,-20.00000
2026-09-03 10:25:00,TAS1,30.22000
2026-09-03 10:25:00,VIC1,29.36339
2026-09-03 10:30:00,NSW1,-8.66152
2026-09-03 10:30:00,QLD1,-8.51000
2026-09-03 10:30:00,SA1,-18.62000
2026-09-03 10:30:00,TAS1,30.14000
2026-09-03 10:30:00,VIC1,22.67000
2026-09-03 10:35:00,NSW1,-8.73927
2026-09-03 10:35:00,QLD1,-8.00000
2026-09-03 10:35:00,SA1,-18.66000
2026-09-03 10:35:00,TAS1,30.22000
2026-09-03 10:35:00,VIC1,29.26783
2026-09-03 10:40:00,NSW1,-8.46333
2026-09-03 10:40:00,QLD1,-8.00000
2026-09-03 10:40:00,SA1,-18.55000
2026-09-03 10:40:00,TAS1,30.14000
2026-09-03 10:40:00,VIC1,29.00556
2026-09-03 10:45:00,NSW1,-8.57604
2026-09-03 10:45:00,QLD1,-8.00000
2026-09-03 10:45:00,SA1,-7.01000
2026-09-03 10:45:00,TAS1,1.48606
2026-09-03 10:45:00,VIC1,1.43000
2026-09-03 10:50:00,NSW1,-8.63922
2026-09-03 10:50:00,QLD1,-8.00000
2026-09-03 10:50:00,SA1,-13.86000
2026-09-03 10:50:00,TAS1,0.00006
2026-09-03 10:50:00,VIC1,0.00006
2026-09-03 10:55:00,NSW1,-8.79579
2026-09-03 10:55:00,QLD1,-8.00000
2026-09-03 10:55:00,SA1,-20.00000
2026-09-03 10:55:00,TAS1,-5.06640
2026-09-03 10:55:00,VIC1,-4.89000
2026-09-03 11:00:00,NSW1,-8.10000
2026-09-03 11:00:00,QLD1,-7.36212
2026-09-03 11:00:00,SA1,-14.99000
2026-09-03 11:00:00,TAS1,-9.25764
2026-09-03 11:00:00,VIC1,-8.96118
2026-09-03 11:05:00,NSW1,-7.09547
2026-09-03 11:05:00,QLD1,-6.41000
2026-09-03 11:05:00,SA1,-7.00000
2026-09-03 11:05:00,TAS1,0.01047
2026-09-03 11:05:00,VIC1,0.01004
2026-09-03 11:10:00,NSW1,-7.05387
2026-09-03 11:10:00,QLD1,-6.30000
2026-09-03 11:10:00,SA1,-7.01000
2026-09-03 11:10:00,TAS1,0.01047
2026-09-03 11:10:00,VIC1,0.01004
2026-09-03 11:15:00,NSW1,-7.07613
2026-09-03 11:15:00,QLD1,-6.40000
2026-09-03 11:15:00,SA1,-7.25000
2026-09-03 11:15:00,TAS1,0.00028
2026-09-03 11:15:00,VIC1,0.00027
2026-09-03 11:20:00,NSW1,-7.49000
2026-09-03 11:20:00,QLD1,-6.81121
2026-09-03 11:20:00,SA1,-7.00000
2026-09-03 11:20:00,TAS1,0.01047
2026-09-03 11:20:00,VIC1,0.01004
2026-09-03 11:25:00,NSW1,-8.70994
2026-09-03 11:25:00,QLD1,-7.73000
2026-09-03 11:25:00,SA1,-7.00000
2026-09-03 11:25:00,TAS1,0.01043
2026-09-03 11:25:00,VIC1,0.01000
2026-09-03 11:30:00,NSW1,-8.88000
2026-09-03 11:30:00,QLD1,-7.88239
2026-09-03 11:30:00,SA1,-7.25000
2026-09-03 11:30:00,TAS1,0.01050
2026-09-03 11:30:00,VIC1,0.01004
2026-09-03 11:35:00,NSW1,-8.88000
2026-09-03 11:35:00,QLD1,-8.00000
2026-09-03 11:35:00,SA1,-6.02000
