"SETTLEMENTDATE","DUID","INITIALMW","TOTALCLEARED","AVAILABILITY"
2026-09-03 15:30:00,ER04,181.80209,182.00000,700.00000
2026-09-03 15:35:00,ER04,183.75525,182.00000,700.00000
2026-09-03 15:40:00,ER04,183.75525,182.00000,700.00000
2026-09-03 15:45:00,ER04,181.94858,182.00000,700.00000
2026-09-03 15:50:00,ER04,189.44380,182.00000,700.00000
2026-09-03 15:55:00,ER04,183.73083,182.00000,700.00000
2026-09-03 16:00:00,ER04,194.30228,182.00000,700.00000
2026-09-03 16:05:00,ER04,191.95850,216.89937,700.00000
2026-09-03 16:10:00,ER04,205.75266,230.69353,700.00000
2026-09-03 16:15:00,ER04,229.48347,254.42434,700.00000
2026-09-03 16:20:00,ER04,251.16350,276.10437,700.00000
2026-09-03 16:25:00,ER04,281.92569,306.88182,700.00000
2026-09-03 16:30:00,ER04,301.57932,326.52019,700.00000
2026-09-03 16:35:00,ER04,329.02115,353.96202,700.00000
2026-09-03 16:40:00,ER04,348.89447,373.83534,700.00000
2026-09-03 16:45:00,ER04,370.64774,395.58861,700.00000
2026-09-03 16:50:00,ER04,387.66461,412.60548,700.00000
2026-09-03 16:55:00,ER04,412.22552,437.16639,700.00000
2026-09-03 17:00:00,ER04,431.65942,456.60029,700.00000
2026-09-03 17:05:00,ER04,453.33945,478.28032,700.00000
2026-09-03 17:10:00,ER04,473.87198,498.78233,700.00000
2026-09-03 17:15:00,ER04,493.69650,518.63737,700.00000
2026-09-03 17:20:00,ER04,514.22906,539.13941,700.00000
2026-09-03 17:25:00,ER04,536.61707,561.52742,700.00000
2026-09-03 17:30:00,ER04,555.78241,580.72328,700.00000
2026-09-03 17:35:00,ER04,577.29150,600.00000,700.00000
2026-09-03 17:40:00,ER04,595.48029,600.00000,700.00000
2026-09-03 17:45:00,ER04,600.97351,600.00000,700.00000
2026-09-03 17:50:00,ER04,595.13849,600.00000,700.00000
2026-09-03 17:55:00,ER04,609.98242,600.00000,700.00000
2026-09-03 18:00:00,ER04,599.36218,600.00000,700.00000
2026-09-03 18:05:00,ER04,597.11603,600.00000,700.00000
2026-09-03 18:10:00,ER04,592.96558,600.00000,700.00000
2026-09-03 18:15:00,ER04,594.40607,600.00000,700.00000
2026-09-03 18:20:00,ER04,596.62775,600.00000,700.00000
2026-09-03 18:25:00,ER04,596.82306,600.00000,700.00000
2026-09-03 18:30:00,ER04,595.99298,600.00000,700.00000
2026-09-03 18:35:00,ER04,598.89832,600.00000,700.00000
2026-09-03 18:40:00,ER04,597.09161,600.00000,700.00000
2026-09-03 18:45:00,ER04,594.65021,600.00000,700.00000
2026-09-03 18:50:00,ER04,592.86792,600.00000,700.00000
2026-09-03 18:55:00,ER04,596.82306,600.00000,700.00000
2026-09-03 19:00:00,ER04,598.21472,600.00000,700.00000
2026-09-03 19:05:00,ER04,597.16486,600.00000,700.00000
2026-09-03 19:10:00,ER04,593.11206,600.00000,700.00000
2026-09-03 19:15:00,ER04,596.48126,600.00000,700.00000
2026-09-03 19:20:00,ER04,594.84552,600.00000,700.00000
2026-09-03 19:25:00,ER04,597.26251,600.00000,700.00000
2026-09-03 19:30:00,ER04,596.01740,600.00000,700.00000
2026-09-03 19:35:00,ER04,593.57593,600.00000,700.00000
2026-09-03 19:40:00,ER04,596.04181,600.00000,700.00000
2026-09-03 19:45:00,ER04,595.57794,600.00000,700.00000
2026-09-03 19:50:00,ER04,594.47931,600.00000,700.00000
2026-09-03 19:55:00,ER04,595.13849,600.00000,700.00000
2026-09-03 20:00:00,ER04,602.85345,600.00000,700.00000
2026-09-03 20:05:00,ER04,599.72839,600.00000,700.00000
2026-09-03 20:10:00,ER04,596.45685,600.00000,700.00000
2026-09-03 20:15:00,ER04,596.89630,600.00000,700.00000
2026-09-03 20:20:00,ER04,599.26453,600.00000,700.00000
2026-09-03 20:25:00,ER04,595.91974,600.00000,700.00000
2026-09-03 20:30:00,ER04,596.62775,600.00000,700.00000
2026-09-03 20:35:00,ER04,597.31134,600.00000,700.00000
2026-09-03 20:40:00,ER04,605.73431,600.00000,700.00000
2026-09-03 20:45:00,ER04,595.82208,600.00000,700.00000
2026-09-03 20:50:00,ER04,595.30939,600.00000,700.00000
2026-09-03 20:55:00,ER04,597.09161,600.00000,700.00000
2026-09-03 21:00:00,ER04,597.72638,600.00000,700.00000
2026-09-03 21:05:00,ER04,597.31134,600.00000,700.00000
2026-09-03 21:10:00,ER04,597.75079,600.00000,700.00000
2026-09-03 21:15:00,ER04,598.21472,600.00000,700.00000
2026-09-03 21:20:00,ER04,595.57794,600.00000,700.00000
2026-09-03 21:25:00,ER04,597.53107,600.00000,700.00000
2026-09-03 21:30:00,ER04,597.09161,600.00000,700.00000
2026-09-03 21:35:00,ER04,596.62775,600.00000,700.00000
2026-09-03 21:40:00,ER04,596.40802,600.00000,700.00000
2026-09-03 21:45:00,ER04,595.99298,600.00000,700.00000
2026-09-03 21:50:00,ER04,596.65216,600.00000,700.00000
2026-09-03 21:55:00,ER04,596.72540,600.00000,700.00000
2026-09-03 22:00:00,ER04,597.75079,600.00000,700.00000
2026-09-03 22:05:00,ER04,596.65216,600.00000,700.00000
2026-09-03 22:10:00,ER04,599.55750,600.00000,700.00000
2026-09-03 22:15:00,ER04,596.89630,600.00000,700.00000
2026-09-03 22:20:00,ER04,601.07117,600.00000,700.00000
2026-09-03 22:25:00,ER04,600.16785,600.00000,700.00000
2026-09-03 22:30:00,ER04,601.70593,600.00000,700.00000
2026-09-03 22:35:00,ER04,598.99597,600.00000,700.00000
2026-09-03 22:40:00,ER04,597.55548,600.00000,700.00000
2026-09-03 22:45:00,ER04,598.65417,600.00000,700.00000
2026-09-03 22:50:00,ER04,599.33777,600.00000,700.00000
2026-09-03 22:55:00,ER04,596.82306,600.00000,700.00000
2026-09-03 23:00:00,ER04,596.38361,600.00000,700.00000
2026-09-03 23:05:00,ER04,595.94415,600.00000,700.00000
2026-09-03 23:10:00,ER04,601.99890,600.00000,700.00000
2026-09-03 23:15:00,ER04,595.13849,600.00000,700.00000
2026-09-03 23:20:00,ER04,595.11407,600.00000,700.00000
2026-09-03 23:25:00,ER04,597.53107,600.00000,700.00000
2026-09-03 23:30:00,ER04,597.84845,600.00000,700.00000
2026-09-03 23:35:00,ER04,599.28894,600.00000,700.00000
2026-09-03 23:40:00,ER04,596.65216,600.00000,700.00000
2026-09-03 23:45:00,ER04,597.09161,600.00000,700.00000
2026-09-03 23:50:00,ER04,596.92072,600.00000,700.00000
2026-09-03 23:55:00,ER04,598.21472,600.00000,700.00000
2026-09-04 00:00:00,ER04,597.28693,600.00000,700.00000
2026-09-04 00:05:00,ER04,597.09161,600.00000,700.00000
2026-09-04 00:10:00,ER04,603.56146,600.00000,700.00000
2026-09-04 00:15:00,ER04,598.16589,600.00000,700.00000
2026-09-04 00:20:00,ER04,605.09955,600.00000,700.00000
2026-09-04 00:25:00,ER04,605.09955,600.00000,700.00000
2026-09-04 00:30:00,ER04,595.50470,600.00000,700.00000
2026-09-04 00:35:00,ER04,598.80066,600.00000,700.00000
2026-09-04 00:40:00,ER04,597.04279,600.00000,700.00000
2026-09-04 00:45:00,ER04,597.28693,600.00000,700.00000
2026-09-04 00:50:00,ER04,595.60236,600.00000,700.00000
2026-09-04 00:55:00,ER04,596.62775,600.00000,700.00000
2026-09-04 01:00:00,ER04,598.11707,600.00000,700.00000
2026-09-04 01:05:00,ER04,597.72638,600.00000,700.00000
2026-09-04 01:10:00,ER04,605.95404,600.00000,700.00000
2026-09-04 01:15:00,ER04,598.45886,600.00000,700.00000
2026-09-04 01:20:00,ER04,596.84747,600.00000,700.00000
2026-09-04 01:25:00,ER04,599.28894,600.00000,700.00000
2026-09-04 01:30:00,ER04,597.28693,600.00000,700.00000
2026-09-04 01:35:00,ER04,597.11603,600.00000,700.00000
2026-09-04 01:40:00,ER04,597.55548,600.00000,700.00000
2026-09-04 01:45:00,ER04,596.45685,600.00000,700.00000
2026-09-04 01:50:00,ER04,599.55750,600.00000,700.00000
2026-09-04 01:55:00,ER04,598.65417,600.00000,700.00000
2026-09-04 02:00:00,ER04,598.21472,600.00000,700.00000
2026-09-04 02:05:00,ER04,597.55548,600.00000,700.00000
2026-09-04 02:10:00,ER04,596.89630,600.00000,700.00000
2026-09-04 02:15:00,ER04,597.99493,600.00000,700.00000
2026-09-04 02:20:00,ER04,596.45685,600.00000,700.00000
2026-09-04 02:25:00,ER04,598.92273,600.00000,700.00000
2026-09-04 02:30:00,ER04,597.53107,600.00000,700.00000
2026-09-04 02:35:00,ER04,599.19128,600.00000,700.00000
2026-09-04 02:40:00,ER04,597.28693,600.00000,700.00000
2026-09-04 02:45:00,ER04,597.79962,600.00000,700.00000
2026-09-04 02:50:00,ER04,598.70300,600.00000,700.00000
2026-09-04 02:55:00,ER04,596.48126,600.00000,700.00000
2026-09-04 03:00:00,ER04,599.55750,600.00000,700.00000
2026-09-04 03:05:00,ER04,605.22162,600.00000,700.00000
2026-09-04 03:10:00,ER04,599.97253,600.00000,700.00000
2026-09-04 03:15:00,ER04,597.55548,600.00000,700.00000
2026-09-04 03:20:00,ER04,598.65417,600.00000,700.00000
2026-09-04 03:25:00,ER04,601.09558,600.00000,700.00000
2026-09-04 03:30:00,ER04,598.45886,600.00000,700.00000
2026-09-04 03:35:00,ER04,598.43445,600.00000,700.00000
2026-09-04 03:40:00,ER04,601.77917,600.00000,700.00000
2026-09-04 03:45:00,ER04,599.99695,600.00000,700.00000
2026-09-04 03:50:00,ER04,602.43842,600.00000,700.00000
2026-09-04 03:55:00,ER04,596.40802,600.00000,700.00000
2026-09-04 04:00:00,ER04,596.67657,600.00000,700.00000
2026-09-04 04:05:00,ER04,598.43445,600.00000,700.00000
2026-09-04 04:10:00,ER04,601.53503,600.00000,700.00000
2026-09-04 04:15:00,ER04,598.26355,600.00000,700.00000
2026-09-04 04:20:00,ER04,601.31531,600.00000,700.00000
2026-09-04 04:25:00,ER04,601.26648,600.00000,700.00000
2026-09-04 04:30:00,ER04,599.55750,600.00000,700.00000
2026-09-04 04:35:00,ER04,596.45685,600.00000,700.00000
2026-09-04 04:40:00,ER04,597.48224,600.00000,700.00000
2026-09-04 04:45:00,ER04,598.65417,600.00000,700.00000
2026-09-04 04:50:00,ER04,600.19226,600.00000,700.00000
2026-09-04 04:55:00,ER04,602.43842,600.00000,700.00000
2026-09-04 05:00:00,ER04,597.11603,600.00000,700.00000
2026-09-04 05:05:00,ER04,599.09363,600.00000,700.00000
2026-09-04 05:10:00,ER04,601.24207,600.00000,700.00000
2026-09-04 05:15:00,ER04,597.55548,600.00000,700.00000
2026-09-04 05:20:00,ER04,599.06921,600.00000,700.00000
2026-09-04 05:25:00,ER04,598.38562,600.00000,700.00000
2026-09-04 05:30:00,ER04,596.21271,600.00000,700.00000
2026-09-04 05:35:00,ER04,603.97650,600.00000,700.00000
2026-09-04 05:40:00,ER04,600.90027,600.00000,700.00000
2026-09-04 05:45:00,ER04,597.75079,600.00000,700.00000
2026-09-04 05:50:00,ER04,602.21869,600.00000,700.00000
2026-09-04 05:55:00,ER04,595.57794,600.00000,700.00000
2026-09-04 06:00:00,ER04,595.99298,600.00000,700.00000
2026-09-04 06:05:00,ER04,599.33777,600.00000,700.00000
2026-09-04 06:10:00,ER04,601.80359,600.00000,700.00000
2026-09-04 06:15:00,ER04,601.77917,600.00000,700.00000
2026-09-04 06:20:00,ER04,596.26154,600.00000,700.00000
2026-09-04 06:25:00,ER04,598.92273,623.83308,700.00000
2026-09-04 06:30:00,ER04,617.47766,642.41853,700.00000
2026-09-04 06:35:00,ER04,626.95050,629.78253,700.00000
2026-09-04 06:40:00,ER04,626.87726,629.78253,700.00000
2026-09-04 06:45:00,ER04,626.55988,629.78253,630.00000
2026-09-04 06:50:00,ER04,626.29132,629.78253,630.00000
2026-09-04 06:55:00,ER04,626.68195,601.83263,630.00000
2026-09-04 07:00:00,ER04,612.79010,600.00000,630.00000
2026-09-04 07:05:00,ER04,599.36218,600.00000,630.00000
2026-09-04 07:10:00,ER04,600.90027,600.00000,630.00000
2026-09-04 07:15:00,ER04,602.90228,627.84315,630.00000
2026-09-04 07:20:00,ER04,618.57635,629.78253,630.00000
2026-09-04 07:25:00,ER04,625.87622,629.78253,630.00000
2026-09-04 07:30:00,ER04,626.55988,601.71056,630.00000
2026-09-04 07:35:00,ER04,607.54102,582.69170,630.00000
2026-09-04 07:40:00,ER04,585.27502,560.42570,630.00000
2026-09-04 07:45:00,ER04,565.08429,540.23497,630.00000
2026-09-04 07:50:00,ER04,540.59662,515.74730,630.00000
2026-09-04 07:55:00,ER04,515.81598,530.00000,630.00000
2026-09-04 08:00:00,ER04,527.11987,525.32473,630.00000
2026-09-04 08:05:00,ER04,528.29175,531.09469,630.00000
2026-09-04 08:10:00,ER04,540.15717,515.30785,630.00000
2026-09-04 08:15:00,ER04,514.54645,511.65647,630.00000
2026-09-04 08:20:00,ER04,508.78461,500.79731,630.00000
2026-09-04 08:25:00,ER04,499.72687,510.00000,630.00000
2026-09-04 08:30:00,ER04,509.02878,484.16420,630.00000
2026-09-04 08:35:00,ER04,487.37317,492.82490,630.00000
2026-09-04 08:40:00,ER04,490.08316,488.56735,630.00000
2026-09-04 08:45:00,ER04,488.08118,463.23186,630.00000
2026-09-04 08:50:00,ER04,468.20782,443.34324,630.00000
2026-09-04 08:55:00,ER04,444.55023,420.00000,630.00000
2026-09-04 09:00:00,ER04,420.94147,420.00000,630.00000
2026-09-04 09:05:00,ER04,417.42581,442.33616,630.00000
2026-09-04 09:10:00,ER04,435.93195,430.00000,630.00000
2026-09-04 09:15:00,ER04,427.99725,430.00000,630.00000
2026-09-04 09:20:00,ER04,431.78149,430.00000,630.00000
2026-09-04 09:25:00,ER04,431.51294,430.00000,630.00000
2026-09-04 09:30:00,ER04,427.14276,430.00000,630.00000
2026-09-04 09:35:00,ER04,426.23941,451.14976,630.00000
2026-09-04 09:40:00,ER04,445.01413,458.87887,630.00000
2026-09-04 09:45:00,ER04,459.19891,470.00000,630.00000
2026-09-04 09:50:00,ER04,469.37973,444.51515,630.00000
2026-09-04 09:55:00,ER04,446.57663,421.71205,630.00000
2026-09-04 10:00:00,ER04,421.42978,424.48934,630.00000
2026-09-04 10:05:00,ER04,425.38492,450.29527,630.00000
2026-09-04 10:10:00,ER04,445.72214,420.87282,630.00000
2026-09-04 10:15:00,ER04,425.82437,450.76524,630.00000
2026-09-04 10:20:00,ER04,440.42419,452.31837,630.00000
2026-09-04 10:25:00,ER04,448.82275,423.95817,630.00000
2026-09-04 10:30:00,ER04,428.31464,403.49584,630.00000
2026-09-04 10:35:00,ER04,412.00580,387.15648,630.00000
2026-09-04 10:40:00,ER04,387.42047,362.57115,630.00000
2026-09-04 10:45:00,ER04,366.03342,341.18410,630.00000
2026-09-04 10:50:00,ER04,339.93439,315.06981,630.00000
2026-09-04 10:55:00,ER04,316.56976,291.72044,630.00000
2026-09-04 11:00:00,ER04,292.20416,267.38536,630.00000
2026-09-04 11:05:00,ER04,266.54459,241.69527,630.00000
2026-09-04 11:10:00,ER04,247.11070,272.05157,630.00000
2026-09-04 11:15:00,ER04,262.83359,287.77446,630.00000
2026-09-04 11:20:00,ER04,285.53903,260.67445,630.00000
2026-09-04 11:25:00,ER04,265.25064,240.40132,630.00000
2026-09-04 11:30:00,ER04,241.20241,216.38361,630.00000
2026-09-04 11:35:00,ER04,217.27626,192.45746,630.00000
2026-09-04 11:40:00,ER04,199.25841,182.00000,630.00000
2026-09-04 11:45:00,ER04,183.14488,182.00000,630.00000
2026-09-04 11:50:00,ER04,178.87236,182.00000,630.00000
2026-09-04 11:55:00,ER04,180.04425,182.00000,630.00000
2026-09-04 12:00:00,ER04,180.23956,182.00000,630.00000
2026-09-04 12:05:00,ER04,181.16731,182.00000,630.00000
2026-09-04 12:10:00,ER04,184.46326,182.00000,630.00000
2026-09-04 12:15:00,ER04,183.99939,182.00000,630.00000
2026-09-04 12:20:00,ER04,179.16533,182.00000,630.00000
2026-09-04 12:25:00,ER04,183.14488,182.00000,630.00000
2026-09-04 12:30:00,ER04,180.50813,182.00000,630.00000
2026-09-04 12:35:00,ER04,179.16533,182.00000,630.00000
2026-09-04 12:40:00,ER04,183.55994,182.00000,630.00000
2026-09-04 12:45:00,ER04,180.94759,182.00000,630.00000
2026-09-04 12:50:00,ER04,182.87633,182.00000,630.00000
2026-09-04 12:55:00,ER04,179.80011,182.00000,630.00000
2026-09-04 13:00:00,ER04,178.72588,182.00000,630.00000
2026-09-04 13:05:00,ER04,179.60480,182.00000,630.00000
2026-09-04 13:10:00,ER04,179.80011,182.00000,630.00000
2026-09-04 13:15:00,ER04,180.94759,182.00000,630.00000
2026-09-04 13:20:00,ER04,184.68300,182.00000,630.00000
2026-09-04 13:25:00,ER04,182.04623,182.00000,630.00000
2026-09-04 13:30:00,ER04,178.72588,182.00000,630.00000
2026-09-04 13:35:00,ER04,184.85390,182.00000,630.00000
2026-09-04 13:40:00,ER04,183.99939,182.00000,630.00000
2026-09-04 13:45:00,ER04,182.75426,182.00000,630.00000
2026-09-04 13:50:00,ER04,182.29037,182.00000,630.00000
2026-09-04 13:55:00,ER04,178.26199,182.00000,630.00000
2026-09-04 14:00:00,ER04,178.92119,182.00000,630.00000
2026-09-04 14:05:00,ER04,181.60678,182.00000,630.00000
2026-09-04 14:10:00,ER04,179.99542,182.00000,630.00000
2026-09-04 14:15:00,ER04,181.77768,182.00000,630.00000
2026-09-04 14:20:00,ER04,180.70345,182.00000,630.00000
2026-09-04 14:25:00,ER04,178.97002,182.00000,630.00000
2026-09-04 14:30:00,ER04,181.60678,182.00000,630.00000
2026-09-04 14:35:00,ER04,183.14488,208.05523,630.00000
2026-09-04 14:40:00,ER04,201.69986,226.64073,630.00000
2026-09-04 14:45:00,ER04,219.79095,244.73182,630.00000
2026-09-04 14:50:00,ER04,238.76097,263.67132,630.00000
2026-09-04 14:55:00,ER04,262.88242,282.00000,630.00000
2026-09-04 15:00:00,ER04,277.87289,282.00000,630.00000
2026-09-04 15:05:00,ER04,283.19525,308.13612,630.00000
2026-09-04 15:10:00,ER04,296.62317,321.53352,630.00000
2026-09-04 15:15:00,ER04,319.49951,344.40986,630.00000
2026-09-04 15:20:00,ER04,341.35043,352.00000,630.00000
2026-09-04 15:25:00,ER04,350.11520,352.00000,630.00000
2026-09-04 15:30:00,ER04,355.92584,352.00000,630.00000
2026-09-04 15:35:00,ER04,350.35934,375.26969,630.00000
2026-09-04 15:40:00,ER04,373.60190,398.51225,630.00000
2026-09-04 15:45:00,ER04,395.28192,420.19227,630.00000
2026-09-04 15:50:00,ER04,419.13483,422.00000,630.00000
2026-09-04 15:55:00,ER04,419.13483,422.00000,630.00000
2026-09-04 16:00:00,ER04,422.38193,447.32280,630.00000
2026-09-04 16:05:00,ER04,442.91446,422.00000,630.00000
2026-09-04 16:10:00,ER04,432.95337,422.00000,630.00000
2026-09-04 16:15:00,ER04,426.70328,451.64415,630.00000
2026-09-04 16:20:00,ER04,443.93988,468.85023,630.00000
2026-09-04 16:25:00,ER04,468.28107,493.22194,630.00000
2026-09-04 16:30:00,ER04,487.47083,512.38118,630.00000
2026-09-04 16:35:00,ER04,508.19867,533.13954,630.00000
2026-09-04 16:40:00,ER04,531.92950,556.83985,630.00000
2026-09-04 16:45:00,ER04,559.98169,584.89204,630.00000
2026-09-04 16:50:00,ER04,581.41754,600.00000,630.00000
2026-09-04 16:55:00,ER04,600.43640,600.00000,630.00000
2026-09-04 17:00:00,ER04,595.94415,600.00000,630.00000
2026-09-04 17:05:00,ER04,598.16589,600.00000,630.00000
2026-09-04 17:10:00,ER04,593.91772,600.00000,630.00000
2026-09-04 17:15:00,ER04,600.77820,600.00000,630.00000
2026-09-04 17:20:00,ER04,597.21368,600.00000,630.00000
2026-09-04 17:25:00,ER04,596.11505,600.00000,630.00000
2026-09-04 17:30:00,ER04,597.36017,600.00000,630.00000
2026-09-04 17:35:00,ER04,596.77423,600.00000,630.00000
2026-09-04 17:40:00,ER04,595.40704,600.00000,630.00000
2026-09-04 17:45:00,ER04,593.60034,600.00000,630.00000
2026-09-04 17:50:00,ER04,597.28693,600.00000,630.00000
2026-09-04 17:55:00,ER04,596.31036,600.00000,630.00000
2026-09-04 18:00:00,ER04,596.28595,600.00000,630.00000
2026-09-04 18:05:00,ER04,596.89630,600.00000,630.00000
2026-09-04 18:10:00,ER04,594.47931,600.00000,630.00000
2026-09-04 18:15:00,ER04,592.94116,600.00000,630.00000
2026-09-04 18:20:00,ER04,596.92072,600.00000,630.00000
2026-09-04 18:25:00,ER04,597.09161,600.00000,630.00000
2026-09-04 18:30:00,ER04,595.30939,600.00000,630.00000
2026-09-04 18:35:00,ER04,594.23517,600.00000,630.00000
2026-09-04 18:40:00,ER04,597.55548,600.00000,630.00000
2026-09-04 18:45:00,ER04,597.53107,575.00000,700.00000
2026-09-04 18:50:00,ER04,573.21429,598.15516,700.00000
2026-09-04 18:55:00,ER04,590.28003,600.00000,700.00000
2026-09-04 19:00:00,ER04,594.91876,600.00000,700.00000
2026-09-04 19:05:00,ER04,598.48328,586.34170,700.00000
2026-09-04 19:10:00,ER04,582.76038,600.00000,700.00000
2026-09-04 19:15:00,ER04,597.04279,600.00000,700.00000
2026-09-04 19:20:00,ER04,594.55255,600.00000,700.00000
2026-09-04 19:25:00,ER04,594.55255,600.00000,700.00000
2026-09-04 19:30:00,ER04,597.21368,600.00000,700.00000
2026-09-04 19:35:00,ER04,597.79962,600.00000,700.00000
2026-09-04 19:40:00,ER04,594.03986,586.61545,700.00000
2026-09-04 19:45:00,ER04,583.83459,587.24021,700.00000
2026-09-04 19:50:00,ER04,581.02692,575.00000,700.00000
2026-09-04 19:55:00,ER04,572.21332,597.12367,700.00000
2026-09-04 20:00:00,ER04,591.94019,575.00000,700.00000
2026-09-04 20:05:00,ER04,570.16254,582.30085,700.00000
2026-09-04 20:10:00,ER04,584.56702,575.00000,700.00000
2026-09-04 20:15:00,ER04,572.04242,575.00000,700.00000
2026-09-04 20:20:00,ER04,572.21332,575.00000,700.00000
2026-09-04 20:25:00,ER04,572.48187,575.00000,700.00000
2026-09-04 20:30:00,ER04,570.62640,575.00000,700.00000
2026-09-04 20:35:00,ER04,576.92529,600.00000,700.00000
2026-09-04 20:40:00,ER04,592.15991,600.00000,700.00000
2026-09-04 20:45:00,ER04,597.82404,600.00000,700.00000
2026-09-04 20:50:00,ER04,594.28400,575.00000,700.00000
2026-09-04 20:55:00,ER04,578.82965,600.00000,700.00000
2026-09-04 21:00:00,ER04,594.69904,600.00000,700.00000
2026-09-04 21:05:00,ER04,594.23517,600.00000,700.00000
2026-09-04 21:10:00,ER04,599.60632,600.00000,700.00000
2026-09-04 21:15:00,ER04,596.40802,600.00000,700.00000
2026-09-04 21:20:00,ER04,597.36017,575.00000,700.00000
2026-09-04 21:25:00,ER04,574.67920,599.62007,700.00000
2026-09-04 21:30:00,ER04,592.08667,600.00000,700.00000
2026-09-04 21:35:00,ER04,601.33972,600.00000,700.00000
2026-09-04 21:40:00,ER04,596.48126,575.00000,700.00000
2026-09-04 21:45:00,ER04,573.94672,575.00000,700.00000
2026-09-04 21:50:00,ER04,573.92230,575.00000,700.00000
2026-09-04 21:55:00,ER04,570.69965,585.64052,700.00000
2026-09-04 22:00:00,ER04,583.73694,575.00000,700.00000
2026-09-04 22:05:00,ER04,574.04443,598.98530,700.00000
2026-09-04 22:10:00,ER04,594.28400,600.00000,700.00000
2026-09-04 22:15:00,ER04,596.72540,600.00000,700.00000
2026-09-04 22:20:00,ER04,596.92072,600.00000,700.00000
2026-09-04 22:25:00,ER04,595.35822,600.00000,700.00000
2026-09-04 22:30:00,ER04,596.72540,600.00000,700.00000
2026-09-04 22:35:00,ER04,597.43341,600.00000,700.00000
2026-09-04 22:40:00,ER04,595.84650,600.00000,700.00000
2026-09-04 22:45:00,ER04,597.84845,600.00000,700.00000
2026-09-04 22:50:00,ER04,597.16486,600.00000,700.00000
2026-09-04 22:55:00,ER04,596.48126,600.00000,700.00000
2026-09-04 23:00:00,ER04,597.62872,600.00000,700.00000
2026-09-04 23:05:00,ER04,596.72540,600.00000,700.00000
2026-09-04 23:10:00,ER04,597.38458,600.00000,700.00000
2026-09-04 23:15:00,ER04,598.43445,600.00000,700.00000
2026-09-04 23:20:00,ER04,596.04181,600.00000,700.00000
2026-09-04 23:25:00,ER04,596.04181,600.00000,700.00000
2026-09-04 23:30:00,ER04,596.26154,600.00000,700.00000
2026-09-04 23:35:00,ER04,596.26154,600.00000,700.00000
2026-09-04 23:40:00,ER04,598.45886,600.00000,700.00000
2026-09-04 23:45:00,ER04,597.48224,600.00000,700.00000
2026-09-04 23:50:00,ER04,597.31134,600.00000,700.00000
2026-09-04 23:55:00,ER04,596.67657,600.00000,700.00000
2026-09-05 00:00:00,ER04,597.82404,575.00000,700.00000
2026-09-05 00:05:00,ER04,574.26416,575.00000,700.00000
2026-09-05 00:10:00,ER04,572.65277,597.59364,700.00000
2026-09-05 00:15:00,ER04,591.67163,600.00000,700.00000
2026-09-05 00:20:00,ER04,597.18927,600.00000,700.00000
2026-09-05 00:25:00,ER04,597.16486,575.00000,700.00000
2026-09-05 00:30:00,ER04,579.53766,598.43275,700.00000
2026-09-05 00:35:00,ER04,594.33282,575.00000,700.00000
2026-09-05 00:40:00,ER04,575.31396,575.00000,700.00000
2026-09-05 00:45:00,ER04,572.23773,591.14808,700.00000
2026-09-05 00:50:00,ER04,592.77026,600.00000,700.00000
2026-09-05 00:55:00,ER04,600.68054,594.01800,700.00000
2026-09-05 01:00:00,ER04,590.18237,575.00000,700.00000
2026-09-05 01:05:00,ER04,572.21332,591.15419,700.00000
2026-09-05 01:10:00,ER04,586.54462,591.65207,700.00000
2026-09-05 01:15:00,ER04,588.81512,575.00000,700.00000
2026-09-05 01:20:00,ER04,573.75140,575.00000,700.00000
2026-09-05 01:25:00,ER04,579.73297,575.00000,700.00000
2026-09-05 01:30:00,ER04,572.75043,581.69130,700.00000
2026-09-05 01:35:00,ER04,585.37268,575.00000,700.00000
2026-09-05 01:40:00,ER04,571.43207,575.00000,700.00000
2026-09-05 01:45:00,ER04,577.99951,575.00000,700.00000
2026-09-05 01:50:00,ER04,579.95270,575.00000,700.00000
2026-09-05 01:55:00,ER04,572.48187,575.00000,700.00000
2026-09-05 02:00:00,ER04,569.60095,575.00000,700.00000
2026-09-05 02:05:00,ER04,574.82568,550.00000,700.00000
2026-09-05 02:10:00,ER04,550.28918,559.19953,700.00000
2026-09-05 02:15:00,ER04,560.59204,555.86884,700.00000
2026-09-05 02:20:00,ER04,554.92792,568.11516,700.00000
2026-09-05 02:25:00,ER04,565.52374,560.98945,700.00000
2026-09-05 02:30:00,ER04,557.36932,550.00000,700.00000
2026-09-05 02:35:00,ER04,548.53131,544.27378,700.00000
2026-09-05 02:40:00,ER04,544.99121,554.01009,700.00000
2026-09-05 02:45:00,ER04,553.19446,543.06345,700.00000
2026-09-05 02:50:00,ER04,539.74213,540.00000,700.00000
2026-09-05 02:55:00,ER04,539.30267,558.21302,700.00000
2026-09-05 03:00:00,ER04,555.39178,550.73300,700.00000
2026-09-05 03:05:00,ER04,548.53131,540.00000,700.00000
2026-09-05 03:10:00,ER04,537.95984,540.00000,700.00000
2026-09-05 03:15:00,ER04,539.74213,540.00000,700.00000
2026-09-05 03:20:00,ER04,539.52240,540.00000,700.00000
2026-09-05 03:25:00,ER04,538.15521,540.00000,700.00000
2026-09-05 03:30:00,ER04,539.69330,540.00000,700.00000
2026-09-05 03:35:00,ER04,539.32709,540.00000,700.00000
2026-09-05 03:40:00,ER04,537.39832,540.00000,700.00000
2026-09-05 03:45:00,ER04,538.93646,540.00000,700.00000
